dataset_id,dataset_name,outer_cv_split,number,value,datetime_start,datetime_complete,duration,params_n_max,params_n_layers,params_n_out,params_p,params_mean_type,params_kernel_type,params_num_mixtures,params_lr,params_grid_size,params_initialize_fe,user_attrs_MAX_EPOCHS,user_attrs_Train_Losses,user_attrs_Val_MSE,state,system_attrs_fixed_params
216.0,k2204_PPV,1.0,83.0,0.0004065464272571,2022-10-11 17:05:38.370205,2022-10-11 17:06:53.440324,0 days 00:01:15.070119,577.0,2.0,3.0,0.0,linear,matern0.5,,0.0411055213054523,33.0,1.0,20.0,,,COMPLETE,
216.0,k2204_PPV,1.0,84.0,0.0003064488373638,2022-10-11 17:06:53.440912,2022-10-11 17:08:25.322122,0 days 00:01:31.881210,241.0,2.0,3.0,0.0,linear,matern0.5,,0.0815001406495154,31.0,1.0,28.0,,,COMPLETE,
216.0,k2204_PPV,1.0,85.0,0.0006986035368754,2022-10-11 17:08:25.322751,2022-10-11 17:08:59.341369,0 days 00:00:34.018618,115.0,2.0,3.0,0.0,linear,matern0.5,,0.0513022055338893,36.0,1.0,3.0,,,COMPLETE,
216.0,k2204_PPV,1.0,86.0,7.894945724729041e-06,2022-10-11 17:08:59.341950,2022-10-11 17:12:53.348397,0 days 00:03:54.006447,177.0,2.0,3.0,0.0,linear,rbf,,0.0703193726016443,30.0,1.0,109.0,,,COMPLETE,
216.0,k2204_PPV,1.0,87.0,0.000280408974504,2022-10-11 17:12:53.348976,2022-10-11 17:14:15.549512,0 days 00:01:22.200536,166.0,2.0,3.0,0.0,linear,matern1.5,,0.0365110347498072,29.0,0.0,29.0,,,COMPLETE,
216.0,k2204_PPV,1.0,88.0,0.0006749645690433,2022-10-11 17:14:15.550163,2022-10-11 17:14:45.773543,0 days 00:00:30.223380,198.0,2.0,3.0,0.0,linear,rbf,,0.0671901826494724,30.0,0.0,4.0,,,COMPLETE,
216.0,k2204_PPV,1.0,89.0,0.0003275732087786,2022-10-11 17:14:45.774135,2022-10-11 17:16:14.475967,0 days 00:01:28.701832,138.0,3.0,3.0,0.0,linear,rbf,,0.0896204678969396,32.0,0.0,31.0,,,COMPLETE,
216.0,k2204_PPV,1.0,90.0,0.0004683715451392,2022-10-11 17:16:14.476576,2022-10-11 17:17:04.216437,0 days 00:00:49.739861,103.0,2.0,3.0,0.0,linear,rbf,,0.0261616350303565,34.0,1.0,11.0,,,COMPLETE,
216.0,k2204_PPV,1.0,91.0,0.0002908970673161,2022-10-11 17:17:04.217045,2022-10-11 17:18:21.108164,0 days 00:01:16.891119,167.0,2.0,3.0,0.0,linear,rbf,,0.0699884738690887,28.0,1.0,27.0,,,COMPLETE,
216.0,k2204_PPV,1.0,92.0,0.000603438456892,2022-10-11 17:18:21.108753,2022-10-11 17:19:04.110053,0 days 00:00:43.001300,222.0,2.0,3.0,0.0,linear,matern0.5,,0.0549481544480019,31.0,1.0,7.0,,,COMPLETE,
216.0,k2204_PPV,1.0,93.0,1.527275708212983e-05,2022-10-11 17:19:04.110678,2022-10-11 17:22:14.799985,0 days 00:03:10.689307,907.0,2.0,3.0,0.0,linear,rbf,,0.0824322961433844,36.0,1.0,87.0,,,COMPLETE,
216.0,k2204_PPV,1.0,94.0,0.0002185724915761,2022-10-11 17:22:14.800547,2022-10-11 17:24:15.672218,0 days 00:02:00.871671,914.0,2.0,3.0,0.0,linear,rbf,,0.044986971942878,35.0,1.0,47.0,,,COMPLETE,
216.0,k2204_PPV,1.0,95.0,6.634204419242451e-05,2022-10-11 17:24:15.672815,2022-10-11 17:27:06.157322,0 days 00:02:50.484507,795.0,2.0,3.0,0.0,constant,rbf,,0.0845251743106255,36.0,1.0,67.0,,,COMPLETE,
216.0,k2204_PPV,1.0,96.0,7.568161549897923e-06,2022-10-11 17:27:06.157902,2022-10-11 17:29:55.931817,0 days 00:02:49.773915,666.0,2.0,3.0,0.0,linear,rbf,,0.0998044874523364,34.0,0.0,70.0,,,COMPLETE,
216.0,k2204_PPV,1.0,97.0,0.0005764482775703,2022-10-11 17:29:55.932408,2022-10-11 17:30:32.581963,0 days 00:00:36.649555,701.0,2.0,3.0,0.0,linear,rbf,,0.0974132287842487,33.0,0.0,6.0,,,COMPLETE,
216.0,k2204_PPV,1.0,98.0,0.0002947302637039,2022-10-11 17:30:32.582555,2022-10-11 17:32:05.864654,0 days 00:01:33.282099,647.0,2.0,3.0,0.0,linear,rbf,,0.0543151880790373,37.0,1.0,35.0,,,COMPLETE,
216.0,k2204_PPV,1.0,99.0,0.0004196888112346,2022-10-11 17:32:05.865271,2022-10-11 17:33:12.885934,0 days 00:01:07.020663,808.0,2.0,4.0,0.0,linear,rbf,,0.0708743379706889,20.0,0.0,7.0,,,COMPLETE,
