dataset_id,dataset_name,outer_cv_split,number,value,datetime_start,datetime_complete,duration,params_n_gp_layers,params_n_gp_out,params_batch_size,params_lr,params_num_inducing,params_num_samples,params_kernel_type,user_attrs_MAX_EPOCHS,state,system_attrs_fixed_params
216.0,elevators,1.0,36.0,0.0047854552976787,2022-10-30 08:54:18.218528,2022-10-30 08:55:31.912786,0 days 00:01:13.694258,2.0,4.0,1024.0,0.0500543707580643,132.0,8.0,matern1.5,30.0,COMPLETE,
216.0,elevators,1.0,37.0,0.0102177872322499,2022-10-30 08:55:31.913322,2022-10-30 08:57:27.733436,0 days 00:01:55.820114,4.0,4.0,256.0,0.0010202552904933,93.0,3.0,rbf,12.0,COMPLETE,
216.0,elevators,1.0,38.0,0.0103701511397957,2022-10-30 08:57:27.734022,2022-10-30 08:58:04.100069,0 days 00:00:36.366047,3.0,3.0,1024.0,0.012399177682515,461.0,4.0,matern0.5,2.0,COMPLETE,
216.0,elevators,1.0,39.0,0.0016969371936284,2022-10-30 08:58:04.100603,2022-10-30 09:10:35.948332,0 days 00:12:31.847729,5.0,2.0,256.0,0.0243857302299694,625.0,5.0,matern1.5,32.0,COMPLETE,
216.0,elevators,1.0,40.0,0.0102847777307033,2022-10-30 09:10:35.948933,2022-10-30 09:11:35.890630,0 days 00:00:59.941697,4.0,4.0,512.0,0.0048767883507628,172.0,3.0,rbf,9.0,COMPLETE,
216.0,elevators,1.0,41.0,0.0103261964395642,2022-10-30 09:11:35.891149,2022-10-30 09:13:56.415230,0 days 00:02:20.524081,5.0,2.0,256.0,0.0212516845441333,622.0,5.0,matern1.5,2.0,COMPLETE,
216.0,elevators,1.0,42.0,0.0051323580555617,2022-10-30 09:13:56.415805,2022-10-30 09:18:52.355277,0 days 00:04:55.939472,5.0,3.0,256.0,0.0365287971608696,630.0,4.0,matern1.5,8.0,COMPLETE,
216.0,elevators,1.0,43.0,0.0095459185540676,2022-10-30 09:18:52.355830,2022-10-30 09:24:27.279822,0 days 00:05:34.923992,5.0,4.0,256.0,0.0687304369858479,742.0,3.0,matern1.5,6.0,COMPLETE,
216.0,elevators,1.0,44.0,0.0014858292997814,2022-10-30 09:24:27.280424,2022-10-30 09:33:00.952906,0 days 00:08:33.672482,4.0,1.0,256.0,0.0102898603816319,236.0,15.0,matern1.5,56.0,COMPLETE,
216.0,elevators,1.0,45.0,0.010301443748176,2022-10-30 09:33:00.953434,2022-10-30 09:33:28.217688,0 days 00:00:27.264254,3.0,1.0,1024.0,0.0089372132881091,222.0,13.0,matern0.5,6.0,COMPLETE,
216.0,elevators,1.0,46.0,0.0103260003961622,2022-10-30 09:33:28.218242,2022-10-30 09:34:57.587668,0 days 00:01:29.369426,4.0,1.0,256.0,0.0120999716257645,367.0,11.0,matern1.5,4.0,COMPLETE,
216.0,elevators,1.0,47.0,0.0103059005923569,2022-10-30 09:34:57.588210,2022-10-30 09:35:42.612344,0 days 00:00:45.024134,2.0,1.0,256.0,0.005567602906402,255.0,10.0,matern1.5,4.0,COMPLETE,
216.0,elevators,1.0,48.0,0.0103237861767411,2022-10-30 09:35:42.612883,2022-10-30 09:36:44.789229,0 days 00:01:02.176346,4.0,3.0,512.0,0.0074767682575544,223.0,8.0,rbf,7.0,COMPLETE,
216.0,elevators,1.0,49.0,0.0103191835805773,2022-10-30 09:36:44.789778,2022-10-30 09:39:27.049618,0 days 00:02:42.259840,3.0,4.0,256.0,0.0005343279551442,330.0,2.0,matern0.5,14.0,COMPLETE,
216.0,elevators,1.0,50.0,0.0103151416406035,2022-10-30 09:39:27.050197,2022-10-30 09:43:23.414082,0 days 00:03:56.363885,4.0,1.0,1024.0,0.0001264007752263,82.0,15.0,matern1.5,85.0,COMPLETE,
216.0,elevators,1.0,51.0,0.0016643106355331,2022-10-30 09:43:23.414654,2022-10-30 09:58:08.115620,0 days 00:14:44.700966,5.0,2.0,256.0,0.0224457197976734,422.0,15.0,matern1.5,41.0,COMPLETE,
216.0,elevators,1.0,52.0,0.0026948213344439,2022-10-30 09:58:08.116160,2022-10-30 10:10:57.167134,0 days 00:12:49.050974,5.0,2.0,256.0,0.0354017035179164,398.0,15.0,matern1.5,40.0,COMPLETE,
216.0,elevators,1.0,53.0,0.0013189735473133,2022-10-30 10:10:57.167677,2022-10-30 10:16:11.075321,0 days 00:05:13.907644,3.0,4.0,256.0,0.0131147455988414,275.0,14.0,matern1.5,25.0,COMPLETE,
216.0,elevators,1.0,54.0,0.0060791563009843,2022-10-30 10:16:11.075868,2022-10-30 10:21:54.932620,0 days 00:05:43.856752,3.0,4.0,256.0,0.0148525256648269,265.0,13.0,matern1.5,30.0,COMPLETE,
216.0,elevators,1.0,55.0,0.0103225680068135,2022-10-30 10:21:54.933145,2022-10-30 10:23:08.826612,0 days 00:01:13.893467,3.0,4.0,256.0,0.0028997380222418,172.0,14.0,matern1.5,5.0,COMPLETE,
216.0,elevators,1.0,56.0,0.0100879399105906,2022-10-30 10:23:08.827149,2022-10-30 10:25:07.506885,0 days 00:01:58.679736,4.0,3.0,256.0,0.0014586227988841,228.0,14.0,matern1.5,7.0,COMPLETE,
216.0,elevators,1.0,57.0,0.0016682972782291,2022-10-30 10:25:07.507421,2022-10-30 10:31:10.681178,0 days 00:06:03.173757,3.0,4.0,512.0,0.0111322057874931,307.0,13.0,matern1.5,43.0,COMPLETE,
216.0,elevators,1.0,58.0,0.0103184701874852,2022-10-30 10:31:10.681738,2022-10-30 10:32:45.508240,0 days 00:01:34.826502,4.0,3.0,256.0,0.0044786538294062,140.0,2.0,rbf,8.0,COMPLETE,
216.0,elevators,1.0,59.0,0.0010471570421941,2022-10-30 10:32:45.508779,2022-10-30 10:38:55.432702,0 days 00:06:09.923923,3.0,4.0,256.0,0.0064236830969946,183.0,12.0,matern1.5,45.0,COMPLETE,
216.0,elevators,1.0,60.0,0.0103041809052228,2022-10-30 10:38:55.433241,2022-10-30 10:39:45.947344,0 days 00:00:50.514103,3.0,4.0,256.0,0.0025316469354312,100.0,13.0,matern0.5,3.0,COMPLETE,
216.0,elevators,1.0,61.0,0.0010692159994505,2022-10-30 10:39:45.947884,2022-10-30 10:46:57.310029,0 days 00:07:11.362145,3.0,4.0,256.0,0.006961823737057,181.0,15.0,matern1.5,51.0,COMPLETE,
216.0,elevators,1.0,62.0,0.0010604707058519,2022-10-30 10:46:57.310582,2022-10-30 10:54:06.902570,0 days 00:07:09.591988,3.0,4.0,256.0,0.0063626169395956,163.0,15.0,matern1.5,53.0,COMPLETE,
216.0,elevators,1.0,63.0,0.0011083057615906,2022-10-30 10:54:06.903152,2022-10-30 11:01:15.633787,0 days 00:07:08.730635,3.0,4.0,256.0,0.0064929007850601,159.0,12.0,matern1.5,56.0,COMPLETE,
216.0,elevators,1.0,64.0,0.0010062211658805,2022-10-30 11:01:15.634367,2022-10-30 11:10:06.826856,0 days 00:08:51.192489,3.0,4.0,256.0,0.0041607514532897,157.0,11.0,matern1.5,70.0,COMPLETE,
216.0,elevators,1.0,65.0,0.0009867911576293,2022-10-30 11:10:06.827415,2022-10-30 11:17:01.794277,0 days 00:06:54.966862,2.0,3.0,256.0,0.003835064028741,152.0,12.0,matern1.5,78.0,COMPLETE,
216.0,elevators,1.0,66.0,0.0100080627016723,2022-10-30 11:17:01.794816,2022-10-30 11:17:36.844108,0 days 00:00:35.049292,2.0,3.0,256.0,0.0040497929952857,160.0,12.0,matern1.5,2.0,COMPLETE,
216.0,elevators,1.0,67.0,0.0102644194848835,2022-10-30 11:17:36.844615,2022-10-30 11:18:11.164322,0 days 00:00:34.319707,2.0,4.0,256.0,0.0063932869864306,122.0,11.0,matern1.5,2.0,COMPLETE,
216.0,elevators,1.0,68.0,0.0103207086212933,2022-10-30 11:18:11.164859,2022-10-30 11:21:01.353017,0 days 00:02:50.188158,3.0,3.0,256.0,0.0014338959375004,183.0,12.0,matern1.5,19.0,COMPLETE,
216.0,elevators,1.0,69.0,0.0010527066187933,2022-10-30 11:21:01.353573,2022-10-30 11:30:48.059156,0 days 00:09:46.705583,2.0,4.0,256.0,0.0023976550721335,146.0,10.0,matern1.5,111.0,COMPLETE,
216.0,elevators,1.0,70.0,0.0101764402352273,2022-10-30 11:30:48.059750,2022-10-30 11:31:27.352248,0 days 00:00:39.292498,2.0,4.0,512.0,0.0026074315676456,148.0,10.0,matern1.5,8.0,COMPLETE,
216.0,elevators,1.0,71.0,0.0010396095749456,2022-10-30 11:31:27.352777,2022-10-30 11:45:04.105125,0 days 00:13:36.752348,3.0,4.0,256.0,0.0034732426948588,107.0,9.0,matern1.5,123.0,COMPLETE,
216.0,elevators,1.0,72.0,0.0100881634280085,2022-10-30 11:45:04.105683,2022-10-30 11:45:46.732581,0 days 00:00:42.626898,2.0,4.0,256.0,0.003358353682509,102.0,9.0,matern1.5,4.0,COMPLETE,
216.0,elevators,1.0,73.0,0.0103195700794458,2022-10-30 11:45:46.733116,2022-10-30 11:46:58.371248,0 days 00:01:11.638132,3.0,4.0,256.0,0.0022066313229731,126.0,9.0,matern1.5,6.0,COMPLETE,
216.0,elevators,1.0,74.0,0.0010297370608896,2022-10-30 11:46:58.371793,2022-10-30 11:51:21.808349,0 days 00:04:23.436556,2.0,3.0,256.0,0.0056878260807226,150.0,11.0,matern1.5,48.0,COMPLETE,
216.0,elevators,1.0,75.0,0.0058396271197125,2022-10-30 11:51:21.808882,2022-10-30 11:54:49.227995,0 days 00:03:27.419113,2.0,3.0,256.0,0.0052154330584274,109.0,11.0,matern1.5,39.0,COMPLETE,
216.0,elevators,1.0,76.0,0.0103154443204402,2022-10-30 11:54:49.228514,2022-10-30 11:56:24.508965,0 days 00:01:35.280451,2.0,4.0,256.0,0.0014839623703552,207.0,10.0,matern1.5,12.0,COMPLETE,
216.0,elevators,1.0,77.0,0.0101175168529152,2022-10-30 11:56:24.509502,2022-10-30 11:56:59.117085,0 days 00:00:34.607583,2.0,3.0,256.0,0.0039514212675764,148.0,11.0,matern1.5,2.0,COMPLETE,
216.0,elevators,1.0,78.0,0.0095353368669748,2022-10-30 11:56:59.117638,2022-10-30 11:57:12.040796,0 days 00:00:12.923158,1.0,3.0,1024.0,0.0088822181942624,155.0,12.0,matern1.5,5.0,COMPLETE,
216.0,elevators,1.0,79.0,0.0011794253368861,2022-10-30 11:57:12.041326,2022-10-30 12:01:21.819211,0 days 00:04:09.777885,2.0,4.0,256.0,0.0056348659714783,178.0,10.0,rbf,47.0,COMPLETE,
216.0,elevators,1.0,80.0,0.0011509478790685,2022-10-30 12:01:21.819790,2022-10-30 12:07:06.355661,0 days 00:05:44.535871,3.0,4.0,256.0,0.0076291228981313,133.0,8.0,matern1.5,46.0,COMPLETE,
216.0,elevators,1.0,81.0,0.0103265410289168,2022-10-30 12:07:06.356206,2022-10-30 12:08:06.643224,0 days 00:01:00.287018,3.0,4.0,256.0,0.0030578657966825,60.0,10.0,matern1.5,5.0,COMPLETE,
216.0,elevators,1.0,82.0,0.0103289247490465,2022-10-30 12:08:06.643765,2022-10-30 12:09:26.544201,0 days 00:01:19.900436,3.0,4.0,256.0,0.0043598709640026,188.0,9.0,matern1.5,6.0,COMPLETE,
